876,1905,102,102,610,27.03,513,545,414,0.005,0.005,0.041,0,1108
876,1905,102,102,610,19.03,0,535,527,0,0.005,0.041,0,1017
876,1905,102,102,610,28.89,495,0,527,0.005,0,0.041,0,699
876,1905,102,102,610,21.24,496,496,529,0.005,0.003,0.041,0,876
401,1905,102,102,610,25.72,501,531,539,0.005,0.005,0.041,0,1140
1829,1905,102,102,610,23.44,496,527,489,0.005,0.005,0.041,0,886
599,1120,50,120,150,18.44,294,294,383,0.003,0.003,0.042,0,173
599,1120,50,120,150,18.44,294,294,383,0.003,0.003,0.042,0,184
599,1120,50,120,150,16.09,294,294,383,0.003,0.003,0.042,0,210
599,1120,50,120,150,14.81,294,294,383,0.003,0.003,0.042,226,335
599,1120,50,120,150,14.81,294,294,383,0.005,0.005,0.042,0,235
599,1120,50,120,150,15.3,294,294,383,0.005,0.005,0.042,225,304
599,1120,50,120,150,15.3,294,294,383,0.005,0.005,0.042,452,282
1199,2720,80,320,320,19.71,353,353,363,0.008,0.007,0.017,0,931
1199,2720,80,320,320,25.89,353,353,363,0.008,0.007,0.017,0,1030
1199,2720,160,320,320,29.42,339,339,363,0.006,0.006,0.017,0,1554
1199,2720,80,320,320,23.83,353,353,272,0.008,0.007,0.065,0,1495
1199,2720,160,320,320,29.23,339,339,272,0.006,0.006,0.065,0,2310
1750,2250,80,250,250,25.99,624,624,359,0.005,0.005,0.008,375,654
1750,2250,80,250,250,24.61,624,624,359,0.001,0.002,0.008,375,522
1750,2250,50,250,250,24.61,624,624,359,0.002,0.003,0.008,375,467
749,2250,50,250,250,25.99,624,624,359,0.008,0.008,0.008,375,783
1700,1700,160,160,170,23.2,487,483,487,0.013,0.007,0.021,544,725
1700,1700,160,160,170,23.2,487,483,487,0.013,0.007,0.021,544,735
1700,1700,160,160,170,21,487,436,436,0.011,0.007,0.021,544,650
1700,1700,160,160,170,21,487,436,436,0.011,0.007,0.021,544,670
1700,1700,100,100,170,24.1,487,413,487,0.008,0.019,0.008,437,465
1700,1700,100,100,170,24.1,487,413,487,0.008,0.019,0.008,437,440
1700,1700,100,350,100,22.1,487,435,487,0.008,0.011,0.019,437,600
1700,1700,100,350,100,22.1,487,435,487,0.008,0.011,0.019,437,615
700,600,30,100,100,26.3,293,293,294,0.002,0.002,0.025,0,54
700,600,30,100,100,25.7,293,293,294,0.002,0.002,0.025,32,73
700,600,30,100,100,26,293,293,294,0.002,0.002,0.025,64,82
700,600,30,100,100,25.7,293,293,294,0.002,0.002,0.025,128,92
700,600,30,100,100,18.6,262,262,294,0.002,0.002,0.025,0,38
700,600,30,100,100,18.6,262,262,294,0.002,0.002,0.025,0,36
700,600,30,100,100,30.5,293,293,294,0.002,0.002,0.025,64,60
700,600,30,100,100,29.6,293,293,294,0.002,0.002,0.025,128,84
1700,1700,160,160,170,18.3,415,407,415,0.011,0.005,0.057,544,930
1700,1700,160,160,170,20.8,420,407,420,0.006,0.005,0.025,544,700
1700,1700,160,160,170,13.7,420,407,420,0.006,0.005,0.025,544,630
150,430,30,30,150,22.4,382,382,382,0.004,0.004,0.007,0,21
150,430,30,30,150,16.9,382,382,382,0.004,0.004,0.007,0,18
150,430,30,30,150,16.9,333,333,382,0.004,0.004,0.007,0,20
150,430,30,30,150,16.9,382,382,382,0.004,0.004,0.007,0,23
150,430,30,30,150,16.1,382,382,382,0.004,0.004,0.007,0,19
150,430,30,30,150,16.1,382,382,382,0.004,0.004,0.007,0,21
150,430,25,30,145,26.5,402,402,402,0.005,0.004,0.007,0,29
150,430,23,30,145,17.9,402,402,402,0.005,0.005,0.007,0,25
150,430,25,30,145,17.9,323,323,402,0.005,0.004,0.007,0,27
150,430,20,30,145,15.4,323,323,402,0.006,0.006,0.007,0,27
150,430,23,30,145,19.9,323,323,402,0.007,0.007,0.007,0,30
400,430,23,30,145,14.2,407,407,407,0,0,0.015,0,19
400,430,27,30,145,14.2,402,402,407,0.004,0.004,0.015,0,25
400,430,24,30,145,14.2,323,323,407,0.004,0.005,0.015,0,24
400,430,22,30,145,16.2,323,323,407,0.005,0.005,0.015,0,20
400,430,16,30,145,13.8,323,323,407,0.007,0.007,0.015,0,20
400,430,22,30,145,17.9,323,323,407,0.007,0.007,0.015,0,25
400,430,22,30,145,16.8,323,323,407,0.007,0.007,0.015,0,26
330,430,24,30,145,23.9,323,323,407,0.005,0.005,0.015,0,27
330,430,23,30,145,16.2,323,323,407,0.005,0.005,0.015,0,27
330,430,23,30,145,15.7,323,323,407,0.005,0.005,0.015,0,26
330,430,21,30,145,16.4,323,323,407,0.005,0.005,0.015,0,25
230,420,20,60,60,13.7,343,343,343,0,0,0.018,0,37
230,420,20,60,60,13.7,323,323,343,0.005,0.005,0.018,0,50
230,420,20,60,60,19.1,334,334,334,0,0,0.032,0,38
230,420,20,60,60,18,334,334,334,0,0,0.032,0,38
230,420,20,60,60,19.1,323,323,334,0.005,0.005,0.032,0,44
230,420,20,60,60,18,323,323,334,0.005,0.005,0.032,0,49
230,420,20,60,60,16.7,294,294,294,0,0,0.046,0,36
230,420,20,60,60,15.2,294,294,294,0,0,0.046,0,35
230,420,20,60,60,15.2,294,294,294,0,0,0.046,0,33
230,420,20,60,60,29.4,372,372,294,0.003,0.003,0.031,0,46
150,430,30,150,30,22.4,382,382,382,0,0,0.007,0,25
150,430,24,145,30,18.6,323,323,402,0.007,0.007,0.007,0,28
960,1000,40,80,80,15.8,237,237,242,0.003,0.003,0.008,0,46
960,1000,40,80,80,15.8,237,237,242,0.005,0.005,0.008,0,52
960,1000,30,80,80,12.3,237,237,237,0.004,0.004,0.038,0,76
960,1000,30,80,80,12.3,237,237,237,0.006,0.006,0.038,0,72
800,900,100,100,100,30,224,224,224,0.001,0.001,0.05,0,254
800,900,100,100,100,28.6,224,224,224,0.001,0.001,0.05,0,204
800,900,70,100,100,29.4,280,224,224,0.005,0.001,0.05,0,294
800,900,70,100,100,29.3,280,224,224,0.005,0.001,0.05,0,282
800,900,40,100,100,29.1,280,224,224,0.01,0.002,0.05,0,231
800,900,40,100,100,28.6,280,224,224,0.01,0.002,0.05,0,210
800,900,40,100,100,29.2,224,280,224,0.002,0.01,0.05,0,210
800,900,40,100,100,28.6,224,280,224,0.002,0.01,0.05,0,207
1199,2301,75,250,250,32.95,335,335,467,0.002,0.002,0.026,0,931
1199,1549,80,250,250,17.36,485,485,467,0.002,0.002,0.026,0,608
1199,2301,78,250,250,23.24,335,335,467,0.002,0.002,0.026,0,966
1325,1550,80,250,250,17.3,485,485,485,0.002,0.002,0.026,0,620
1325,2300,78,250,250,23.2,335,335,335,0.002,0.002,0.026,0,985
1325,2300,75,250,250,32.9,335,335,335,0.002,0.002,0.026,0,950
1325,1855,80,80,155,17.3,485,485,485,0.002,0.002,0.032,0,350
1325,1855,80,80,155,17.3,485,485,485,0.002,0.002,0.005,0,135
1325,1855,80,250,250,17.3,485,485,485,0.002,0.002,0.026,0,480
1199,2301,74,250,250,24.12,549,549,419,0.002,0.002,0.025,0,834
1199,2301,83,250,250,25.2,461,461,419,0.001,0.001,0.025,0,804
1450,2300,74,250,250,24.1,549,549,545,0.002,0.002,0.025,0,850
1450,2300,83,250,250,25.2,461,461,545,0.001,0.001,0.025,0,820
900,507,67,107,120,30.2,296,296,296,0.019,0.02,0.04,0,103
900,507,67,107,120,31.4,296,296,296,0.019,0.02,0.083,0,165
900,507,67,107,120,29.9,296,296,296,0.026,0.025,0.04,0,111
900,507,67,107,120,32.1,296,296,296,0.026,0.025,0.083,0,178
860,1000,60,60,80,23.5,433,433,433,0.002,0.002,0.053,0,104
860,1000,60,60,80,23.5,433,433,433,0.008,0.007,0.059,0,150
860,1000,60,60,80,23.5,433,433,433,0.004,0.004,0.083,0,138
860,1000,60,60,80,23.5,433,433,433,0.008,0.007,0.089,0,162
860,1000,60,60,80,23.5,433,433,433,0.012,0.012,0.089,0,178
860,1200,60,60,120,24.5,433,433,433,0.002,0.002,0.035,0,163
860,1200,60,60,120,24.5,433,433,433,0.008,0.008,0.039,0,240
860,1200,60,60,120,24.5,433,433,433,0.004,0.004,0.055,0,224
860,1200,60,60,120,24.5,433,433,433,0.008,0.008,0.059,0,265
860,1200,60,60,120,24.5,433,433,433,0.012,0.012,0.059,0,280
860,1600,60,60,160,25.5,433,433,433,0.002,0.002,0.027,0,203
860,1600,60,60,160,25.5,433,433,433,0.008,0.008,0.029,0,328
860,1600,60,60,160,25.5,433,433,433,0.004,0.004,0.044,0,325
860,1600,60,60,160,25.5,433,433,433,0.008,0.008,0.044,0,390
860,1600,60,60,160,25.5,433,433,433,0.012,0.012,0.047,0,430
1049,2301,80,300,300,34.03,412,412,379,0.012,0.012,0.01,719,1658
1049,2301,80,300,300,29.52,412,412,379,0.006,0.006,0.01,709,1179
1049,2301,80,300,300,39.71,412,412,379,0.008,0.008,0.01,709,1475
1049,2301,80,300,300,33.63,412,412,379,0.016,0.016,0.014,710,1677
1049,2301,80,300,300,34.62,412,412,374,0.02,0.02,0.018,718,1823
1049,2301,80,300,300,31.77,412,412,379,0.012,0.012,0.01,1423,1515
650,2301,80,300,300,33.05,412,412,379,0.012,0.012,0.01,710,1617
1450,2301,80,300,300,33.44,412,412,379,0.012,0.012,0.01,718,1343
749,2121,120,120,500,35.2,369,369,369,0.013,0.013,0.048,706,2657
749,2121,120,120,500,38.15,369,369,369,0.009,0.009,0.048,698,2511
749,2121,120,120,500,35.79,369,369,369,0.017,0.017,0.048,713,2511
749,2121,120,120,500,35.79,369,369,369,0.013,0.013,0.048,350,2481
749,2121,120,120,500,40.4,369,369,369,0.013,0.013,0.048,706,2668
1750,2121,120,120,500,33.14,369,369,369,0.013,0.013,0.048,701,1755
1750,2121,120,120,500,33.93,369,369,369,0.013,0.013,0.048,355,1648
749,2121,150,120,500,24.81,369,369,369,0.011,0.011,0.048,830,2187
1750,2121,150,120,500,25.89,369,369,369,0.011,0.011,0.048,830,1814
2200,2149,150,150,1000,43.1,422,422,422,0.005,0.005,0.023,1155,2250
1400,2149,150,150,1000,38,296,296,296,0.008,0.008,0.008,1155,1680
1400,2149,150,150,1000,35.8,422,422,422,0.006,0.006,0.006,1155,1740
1400,2149,150,150,1000,35,528,528,528,0.005,0.005,0.005,1155,1740
1001,2149,150,150,1000,40.1,296,296,296,0.008,0.008,0.008,1155,2100
1001,2149,150,150,1000,41,422,422,422,0.006,0.006,0.006,1155,2190
2200,2149,150,150,1000,36.3,296,296,296,0.012,0.012,0.058,1155,2490
2200,2149,150,150,1000,34.4,422,422,422,0.009,0.009,0.045,1155,2490
2200,2149,150,150,1000,37.2,528,528,528,0.007,0.007,0.036,1155,2430
1400,2149,150,150,1000,24.5,296,296,296,0.012,0.012,0.012,1155,1800
1400,2149,150,150,1000,27.8,422,422,422,0.009,0.009,0.009,1155,1830
1400,2149,150,150,1000,39.3,296,296,296,0.012,0.012,0.012,1155,1890
1400,2149,150,150,1000,38.8,422,422,422,0.009,0.009,0.009,1155,2040
1400,2149,150,150,1000,37.5,528,528,528,0.007,0.007,0.007,1155,1980
1001,2149,150,150,1000,33.4,296,296,296,0.012,0.012,0.012,1155,2250
1001,2149,150,150,1000,34.6,422,422,422,0.009,0.009,0.009,1155,2370
1400,2149,150,150,1000,27.4,296,296,296,0.016,0.016,0.016,1155,1980
1400,2149,150,150,1000,27.5,422,422,422,0.012,0.012,0.012,1155,2040
1400,2149,150,150,1000,28,528,528,528,0.01,0.01,0.01,1155,2040
1400,2149,150,150,1000,41.8,296,296,296,0.016,0.016,0.016,1155,2280
1400,2149,150,150,1000,43.1,422,422,422,0.012,0.012,0.012,1155,2340
1400,2149,150,150,1000,44.6,528,528,528,0.01,0.01,0.01,1155,2430
500,861,70,80,170,29.5,443,443,443,0.008,0.007,0.021,0,255
500,861,70,80,170,29.5,443,443,443,0.008,0.007,0.021,0,204
500,861,70,80,170,31,443,443,443,0.008,0.007,0.021,0,205
500,861,70,80,170,30.7,443,443,443,0.008,0.006,0.021,0,246
500,861,70,80,170,30.2,443,443,443,0.008,0.006,0.021,0,200
500,861,70,80,170,30.2,443,443,443,0.008,0.006,0.021,0,210
500,861,70,80,170,39.3,443,443,443,0.008,0.006,0.021,0,219
500,861,70,80,170,37,443,443,443,0.008,0.006,0.021,0,205
500,861,70,80,170,34.5,443,443,443,0.008,0.006,0.021,0,210
933,827,67,67,95,19.1,325,325,297,0.01,0.01,0.031,200,400
933,827,67,67,95,19.1,325,325,297,0.01,0.01,0.031,400,488
933,827,67,67,95,16.6,325,325,297,0.01,0.01,0.031,200,381
933,827,67,67,95,16.6,325,325,297,0.01,0.01,0.031,400,469
933,827,67,67,95,16.2,325,325,297,0.01,0.01,0.031,200,394
933,827,67,67,95,16.2,325,325,297,0.01,0.01,0.031,400,473
2019,3076,75,95,3045,21.7,605,605,605,0.008,0.008,0.004,940,1277
2019,3086,75,100,3045,18.8,605,605,605,0.008,0.008,0.004,260,891
1100,879,75,90,375,104,550,402,444,0.005,0.013,0.04,540,845
1100,879,75,90,375,93,550,402,444,0.005,0.013,0.04,954,625
1100,879,75,90,375,86,550,402,444,0.005,0.008,0.04,953,866
1100,879,75,90,375,91,550,402,444,0.005,0.008,0.04,2365,801
1100,879,75,90,375,84,550,402,444,0.008,0.013,0.04,955,745
1100,879,75,90,375,90,550,402,444,0.008,0.013,0.04,550,800
1100,879,75,90,375,102,550,402,444,0.008,0.008,0.04,952,845
750,2250,80,250,250,26,623.7,623.7,358.9,0.00474,0.00493,0.00811,369.72,654.104
750,2250,80,250,250,24.6,623.7,623.7,358.9,0.00135,0.0016,0.00811,367.524,558.979
750,2250,80,250,250,26,623.7,623.7,358.9,0.00135,0.0016,0.00811,369.72,524.656
750,2250,50,250,250,24.6,623.7,623.7,358.9,0.00217,0.00255,0.00811,368.0775,466.797
750,2250,50,250,250,26,623.7,623.7,358.9,0.00758,0.00789,0.00811,368.55,783.551
625,600,30,100,100,23.5,293.2,293.2,208.9,0.00213,0.00231,0.02512,0,49.033
625,600,30,100,100,27.2,293.2,293.2,208.9,0.00213,0.00231,0.02512,29.376,66.195
625,600,30,100,100,26.9,293.2,293.2,208.9,0.00213,0.00231,0.02512,62.946,76.002
625,600,30,100,100,25.7,293.2,293.2,208.9,0.00213,0.00231,0.02512,125.3646,86.299
575,600,30,100,100,18.6,261.8,261.8,212.8,0.00239,0.00238,0.02524,0,34.323
575,600,30,100,100,18.6,261.8,261.8,212.8,0.0024,0.00238,0.02524,0,36.775
625,600,30,100,100,29.9,293.2,293.2,208.9,0.00213,0.00231,0.02524,62.9694,58.84
625,600,30,100,150,25.2,475.6,475.6,276.2,0.00201,0.00209,0.02719,0,72.569
